relative_path,filename,extension,size_mb,folder_depth,parent_folder,suspected_placeholder
Алгоритмы/Общие вопросы/Алгоритмы и модели вычисления.pdf,Алгоритмы и модели вычисления.pdf,.pdf,3.73,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Алгоритмы неформально.pdf,Алгоритмы неформально.pdf,.pdf,7.15,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Алгоритмы с нуля.pdf,Алгоритмы с нуля.pdf,.pdf,14.43,2,Общие вопросы,no
"Алгоритмы/Общие вопросы/Алгоритмы. Построение и анализ. Издание 3-е [2013, DJVU, Ru].djvu","Алгоритмы. Построение и анализ. Издание 3-е [2013, DJVU, Ru].djvu",.djvu,18.05,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Алгоритмы. Руководство по разработке Скиена С..djvu,Алгоритмы. Руководство по разработке Скиена С..djvu,.djvu,10.81,2,Общие вопросы,no
"Алгоритмы/Общие вопросы/Алгоритмы. Справочник с примерами на C, C++, Java и Python [2017, RU, PDF].pdf","Алгоритмы. Справочник с примерами на C, C++, Java и Python [2017, RU, PDF].pdf",.pdf,25.07,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Алгоритмы.pdf,Алгоритмы.pdf,.pdf,2.57,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Алгоритмы_неформально_Инструкция_для_начинающих_питонистов.pdf,Алгоритмы_неформально_Инструкция_для_начинающих_питонистов.pdf,.pdf,7.1,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Алгоритмы_неформально_Инструкция_для_начинающих_питонистов_2022.pdf,Алгоритмы_неформально_Инструкция_для_начинающих_питонистов_2022.pdf,.pdf,7.1,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Алгоритмы_Руководство_по_разработке.pdf,Алгоритмы_Руководство_по_разработке.pdf,.pdf,106.35,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Алгоритмы_С_примерами_на_Python.pdf,Алгоритмы_С_примерами_на_Python.pdf,.pdf,32.93,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Алгоритмы_Самый_краткий_и_понятный_курс.pdf,Алгоритмы_Самый_краткий_и_понятный_курс.pdf,.pdf,1.9,2,Общие вопросы,no
"Алгоритмы/Общие вопросы/Алгоритмы_Справочник_с_примерами_на_C,_C++,_Java_и_Python_2017,.pdf","Алгоритмы_Справочник_с_примерами_на_C,_C++,_Java_и_Python_2017,.pdf",.pdf,25.11,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Бхаргава - Грокаем алгоритмы.pdf,Бхаргава - Грокаем алгоритмы.pdf,.pdf,69.26,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Введение в соревновательное программирование - англ.pdf,Введение в соревновательное программирование - англ.pdf,.pdf,11.12,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Введение в теорию алгоритмов.pdf,Введение в теорию алгоритмов.pdf,.pdf,0.96,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Введение_в_теорию_алгоритмов_и_структур_данных_2016.pdf,Введение_в_теорию_алгоритмов_и_структур_данных_2016.pdf,.pdf,0.96,2,Общие вопросы,no
"Алгоритмы/Общие вопросы/Генри С. Уоррен - Алгоритмические трюки для программистов, 2-е издание.pdf","Генри С. Уоррен - Алгоритмические трюки для программистов, 2-е издание.pdf",.pdf,14.01,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Грокаем алгоритмы. Иллюстрированное пособие для программистов и любопытствующих (2017).pdf,Грокаем алгоритмы. Иллюстрированное пособие для программистов и любопытствующих (2017).pdf,.pdf,69.45,2,Общие вопросы,no
"Алгоритмы/Общие вопросы/Дасгупта С., Пападимитриу Х., Вазирани У. - Алгоритмы.pdf","Дасгупта С., Пападимитриу Х., Вазирани У. - Алгоритмы.pdf",.pdf,1.72,2,Общие вопросы,no
"Алгоритмы/Общие вопросы/Дж. Макконелл - Анализ алгоритмов. Вводный курс, 2-е дополненное издание.pdf","Дж. Макконелл - Анализ алгоритмов. Вводный курс, 2-е дополненное издание.pdf",.pdf,25.87,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Джордж_Хайнеман_Алгоритмы_С_примерами_на_Python.pdf,Джордж_Хайнеман_Алгоритмы_С_примерами_на_Python.pdf,.pdf,32.92,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Достаточно_ли_вы_умны_чтобы_работать_в_Гугл.pdf,Достаточно_ли_вы_умны_чтобы_работать_в_Гугл.pdf,.pdf,35.09,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Мартин_Эрвиг_Занимательные_алгоритмы_чему_нас_учат_истории_знаменитых.pdf,Мартин_Эрвиг_Занимательные_алгоритмы_чему_нас_учат_истории_знаменитых.pdf,.pdf,43.87,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Олимпиадное_программирование_2018.pdf,Олимпиадное_программирование_2018.pdf,.pdf,10.04,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Прикладные структуры данных и алгоритмы.pdf,Прикладные структуры данных и алгоритмы.pdf,.pdf,38.8,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Продвинутые_алгоритмы и структуры данных.epub,Продвинутые_алгоритмы и структуры данных.epub,.epub,33.53,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Продвинутые_алгоритмы и структуры данных.pdf,Продвинутые_алгоритмы и структуры данных.pdf,.pdf,20.75,2,Общие вопросы,no
"Алгоритмы/Общие вопросы/Р. Седжвик, К. Уэйн - Алгоритмы на Java, 4-е издание.djvu","Р. Седжвик, К. Уэйн - Алгоритмы на Java, 4-е издание.djvu",.djvu,40.19,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Р. Стивенс Алгоритмы. Теория и практическое применение.pdf,Р. Стивенс Алгоритмы. Теория и практическое применение.pdf,.pdf,3.91,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Сложность алгоритмов.pdf,Сложность алгоритмов.pdf,.pdf,4.15,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Совершенный алгоритм. Основы.pdf,Совершенный алгоритм. Основы.pdf,.pdf,7.13,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Спортивное_программирование_Новый_нижний_предел.pdf,Спортивное_программирование_Новый_нижний_предел.pdf,.pdf,31.49,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Стивен С. Скиена Алгоритмы. Руководство по разработке (2е Издание).djvu,Стивен С. Скиена Алгоритмы. Руководство по разработке (2е Издание).djvu,.djvu,15.66,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Т. Кормен - Алгоритмы. Вводный курс.pdf,Т. Кормен - Алгоритмы. Вводный курс.pdf,.pdf,13.93,2,Общие вопросы,no
"Алгоритмы/Общие вопросы/Т. Кормен, Ч. Лейзерсон, Р. Ривест, К. Штайн - Алгоритмы. Построение и анализ. Издание 3-е.djvu","Т. Кормен, Ч. Лейзерсон, Р. Ривест, К. Штайн - Алгоритмы. Построение и анализ. Издание 3-е.djvu",.djvu,18.3,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Т_Кормен_Алгоритмы_Вводный_курс.pdf,Т_Кормен_Алгоритмы_Вводный_курс.pdf,.pdf,13.97,2,Общие вопросы,no
Алгоритмы/Общие вопросы/Теория алгоритмов.pdf,Теория алгоритмов.pdf,.pdf,1.61,2,Общие вопросы,no
Алгоритмы/Оптимизация/Алгоритмы_эволюционной_оптимизации.pdf,Алгоритмы_эволюционной_оптимизации.pdf,.pdf,23.01,2,Оптимизация,no
Алгоритмы/Оптимизация/Совершенный_алгоритм_Алгоритмы_для_NP_трудных_задач.pdf,Совершенный_алгоритм_Алгоритмы_для_NP_трудных_задач.pdf,.pdf,8.41,2,Оптимизация,no
Алгоритмы/Оптимизация/Совершенный_алгоритм_Жадные_алгоритмы.pdf,Совершенный_алгоритм_Жадные_алгоритмы.pdf,.pdf,14.12,2,Оптимизация,no
"Алгоритмы/Практика использования (Задачи, системный дизайн, разбор кейсов)/Спортивное программирование.pdf",Спортивное программирование.pdf,.pdf,31.45,2,"Практика использования (Задачи, системный дизайн, разбор кейсов)",no
Алгоритмы/Структуры данных/Algorithms and Data Structures for Massive Datasets (MEAP v8) 2022.pdf,Algorithms and Data Structures for Massive Datasets (MEAP v8) 2022.pdf,.pdf,21.43,2,Структуры данных,no
Алгоритмы/Структуры данных/algorithms-datastructures-2.pdf,algorithms-datastructures-2.pdf,.pdf,1.43,2,Структуры данных,no
Алгоритмы/Структуры данных/Data Structure and Algorithm 2023.pdf,Data Structure and Algorithm 2023.pdf,.pdf,7.47,2,Структуры данных,no
Алгоритмы/Структуры данных/Data_Structures_and_Algorithms_Made_Easy_Data_Structures_and_Algorithmic.pdf,Data_Structures_and_Algorithms_Made_Easy_Data_Structures_and_Algorithmic.pdf,.pdf,32.74,2,Структуры данных,no
Алгоритмы/Структуры данных/Grokking Data Structures_Final.pdf,Grokking Data Structures_Final.pdf,.pdf,16.83,2,Структуры данных,no
Алгоритмы/Структуры данных/Структуры данных и алгоритмы.pdf,Структуры данных и алгоритмы.pdf,.pdf,34.31,2,Структуры данных,no
Анализ данных/Big Data/1С Аналитика. BI-система.pdf,1С Аналитика. BI-система.pdf,.pdf,11.93,2,Big Data,no
"Анализ данных/Big Data/Big Data Concepts, Technologies.pdf","Big Data Concepts, Technologies.pdf",.pdf,8.91,2,Big Data,no
Анализ данных/Big Data/Big Data Using Hadoop and Hive.pdf,Big Data Using Hadoop and Hive.pdf,.pdf,5.34,2,Big Data,no
Анализ данных/Big Data/big-data-concepts-methodologies-tools-apps 2016.pdf,big-data-concepts-methodologies-tools-apps 2016.pdf,.pdf,173.81,2,Big Data,no
Анализ данных/Big Data/Big_Data_Analytics_Tools_and_Technology_for_Effective_Planning-2018.pdf,Big_Data_Analytics_Tools_and_Technology_for_Effective_Planning-2018.pdf,.pdf,28.77,2,Big Data,no
Анализ данных/Big Data/Big_Data_Conceptual_Analysis.pdf,Big_Data_Conceptual_Analysis.pdf,.pdf,11.63,2,Big Data,no
Анализ данных/Big Data/Big_Data_for_Big_Decisions.pdf,Big_Data_for_Big_Decisions.pdf,.pdf,13.15,2,Big Data,no
Анализ данных/Big Data/big_data_революция.pdf,big_data_революция.pdf,.pdf,1.6,2,Big Data,no
"Анализ данных/Big Data/Elasticsearch,_Kibana,_Logstash_и_поисковые_системы_нового_поколения.pdf","Elasticsearch,_Kibana,_Logstash_и_поисковые_системы_нового_поколения.pdf",.pdf,10.06,2,Big Data,no
Анализ данных/Big Data/Exploring_Hadoop_Ecosystem_Volume_2_Stream_Processing_Unknown.epub,Exploring_Hadoop_Ecosystem_Volume_2_Stream_Processing_Unknown.epub,.epub,13.76,2,Big Data,no
"Анализ данных/Big Data/Kafka_in_Action_Final_Release_Dylan_Scott,_Viktor_Gamov,_Dave_Klein.pdf","Kafka_in_Action_Final_Release_Dylan_Scott,_Viktor_Gamov,_Dave_Klein.pdf",.pdf,14.15,2,Big Data,no
"Анализ данных/Big Data/Michael_Z_Zgurovsky,_Yuriy_P_Zaychenko_Big_Data_Conceptual_Analysis.pdf","Michael_Z_Zgurovsky,_Yuriy_P_Zaychenko_Big_Data_Conceptual_Analysis.pdf",.pdf,11.63,2,Big Data,no
Анализ данных/Big Data/Spark в действии.pdf,Spark в действии.pdf,.pdf,14.45,2,Big Data,no
Анализ данных/Big Data/Yn_Teoreticheskiy-minimum-po-Big-Data.569207.pdf,Yn_Teoreticheskiy-minimum-po-Big-Data.569207.pdf,.pdf,2.66,2,Big Data,no
Анализ данных/Big Data/Алгоритмы и структуры для массивных наборов данных.pdf,Алгоритмы и структуры для массивных наборов данных.pdf,.pdf,63.32,2,Big Data,no
Анализ данных/Big Data/Большие данные - принципы и практики.pdf,Большие данные - принципы и практики.pdf,.pdf,16.28,2,Big Data,no
Анализ данных/Big Data/Основы Big Data.pdf,Основы Big Data.pdf,.pdf,28.81,2,Big Data,no
Анализ данных/Big Data/Потоковая обработка данных.pdf,Потоковая обработка данных.pdf,.pdf,43.93,2,Big Data,no
Анализ данных/Big Data/Потоковая_обработка_данных_с_Apache_Flink_2020_Фабиан_Уэске.pdf,Потоковая_обработка_данных_с_Apache_Flink_2020_Фабиан_Уэске.pdf,.pdf,10.87,2,Big Data,no
Анализ данных/Big Data/Просто Big Data.pdf,Просто Big Data.pdf,.pdf,1.6,2,Big Data,no
Анализ данных/Big Data/Работа с BigData в облаках.pdf,Работа с BigData в облаках.pdf,.pdf,22.86,2,Big Data,no
Анализ данных/Big Data/Сеймур_Митч_Kafka_Streams_и_ksqlDB_данные_в_реальном_времени.pdf,Сеймур_Митч_Kafka_Streams_и_ksqlDB_данные_в_реальном_времени.pdf,.pdf,8.73,2,Big Data,no
